Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Platypus,PSP,2006,Shooter,Funsta,0.02,0,0,0,0.02,59,14,tbd,,Squashy Software,E
Ratatouille,X360,2007,Action,THQ,0.23,0.02,0,0.02,0.27,56,14,tbd,,Heavy Iron Studios,E
World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0,0.01,0.25,52,14,tbd,,Activision Value,E10+
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,0.01,0.01,0,0,0.03,45,14,tbd,,Yuke's,E10+
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,0.06,44,14,tbd,,Cat Daddy Games,T
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27,84,13,tbd,,EA Sports,E
Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0,0,0.05,79,13,tbd,,Aspyr,E
Iridion II,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13,78,13,tbd,,Shin'en,E
V-Rally 3,XB,2003,Racing,Atari,0.01,0,0,0,0.02,76,13,tbd,,Eden Studios,E
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,75,13,tbd,,SCEE London Studio,T
Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,Banpresto,0.01,0,0,0,0.01,72,13,tbd,,Banpresto,T
Pipe Mania,DS,2008,Puzzle,Empire Interactive,0.08,0.01,0,0.01,0.09,71,13,tbd,,Razorworks,E
Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0,0,0.06,70,13,tbd,,Midway,T
NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0,0,0.02,0.27,68,13,tbd,,EA Tiburon,E
SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0,0.02,0.17,68,13,tbd,,Wow Entertainment,E
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01,0.15,68,13,tbd,,Terminal Reality,T
Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0,0,0,0.07,68,13,tbd,,SpiderMonk,E
Zendoku,DS,2007,Puzzle,Eidos Interactive,0.05,0,0,0,0.06,68,13,tbd,,Zoonami Ltd.,E
Touch Detective 2 1/2,DS,2007,Adventure,505 Games,0.09,0,0.01,0.01,0.11,67,13,tbd,,BeeWorks,E
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06,67,13,tbd,,Cattle Call,T
Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.09,0,0,0.01,0.09,66,13,tbd,,Altron,E
Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0,0,0.07,66,13,tbd,,Torus Games,E
Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0,0,0,0.06,66,13,tbd,,DC Studios,E
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,0.02,0.01,0,0,0.02,66,13,tbd,,Krome Studios,E10+
Cars,Wii,2006,Racing,THQ,0.83,0.03,0,0.07,0.92,65,13,tbd,,Rainbow Studios,E
Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21,64,13,tbd,,Rage Software,E
Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0,0,0.22,63,13,tbd,,Virtucraft,T
Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0,0,0,0.03,63,13,tbd,,3G Studios,T
Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0,0.01,0.2,62,13,tbd,,Radical Entertainment,E
The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0,0,0.01,0.19,62,13,tbd,,Stormfront Studios,E10+
ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,62,13,tbd,,Konami,E
Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0,0.04,62,13,tbd,,Ivolgamus,E
Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment,0.03,0,0,0,0.03,60,13,tbd,,Zen Studios,E
ESPN NBA 2Night 2002,PS2,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.03,59,13,tbd,,Konami,E
Worms: Battle Islands,Wii,2010,Strategy,THQ,0.1,0.1,0,0.02,0.22,58,13,tbd,,Team 17,E10+
Battlezone,PSP,2006,Shooter,Atari,0.02,0,0,0,0.03,57,13,tbd,,Paradigm Entertainment,E10+
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,0.02,0.01,0,0,0.03,57,13,tbd,,Atomic Planet Entertainment,T
Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,0.14,0.27,0,0.06,0.47,56,13,tbd,,TOSE,E
Maximum Chase,XB,2002,Racing,Microsoft Game Studios,0.05,0.02,0,0,0.07,56,13,tbd,,Genki,T
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04,56,13,tbd,,Konami,E10+
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55,13,tbd,,Helixe,E
Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.07,0.02,0,0,0.09,55,13,tbd,,Eutechnyx,E
Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0,0,0,0.05,55,13,tbd,,Firebrand Games,E
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03,55,13,tbd,,Headlock,E
Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0,0,0.01,0.1,54,13,tbd,,Sanzaru Games,E10+
Reign of Fire,XB,2002,Shooter,BAM! Entertainment,0.07,0.02,0,0,0.1,54,13,tbd,,Bam Entertainment,M
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,53,13,tbd,,Nintendo,E
Planet 51,X360,2009,Action,Sega,0.07,0.03,0,0.01,0.11,53,13,tbd,,Pyro Studios,E
Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0,0,0.06,53,13,tbd,,City Interactive,T
Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,0.06,48,13,tbd,,Collision Studios,E10+
101-in-1 Explosive Megamix,DS,2008,Puzzle,Nordcurrent,0.05,0.12,0,0.02,0.19,46,13,tbd,,Nordcurrent,E
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0,0,0.05,37,13,tbd,,Atomic Planet Entertainment,T
Madden NFL 2002,GC,2001,Sports,Electronic Arts,0.47,0.12,0,0.02,0.61,89,12,tbd,,EA Sports,E
Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0,0.02,0.26,76,12,tbd,,Warthog,E
Ultimate Block Party,PSP,2004,Puzzle,505 Games,0.03,0,0,0,0.03,76,12,tbd,,Magicpot,E
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0,0,0.05,74,12,tbd,,Taito Corporation,E
Real World Golf,XB,2006,Sports,Mad Catz,0.02,0.01,0,0,0.03,74,12,tbd,,"Aqua Pacific, In2Games",E
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0,0,0.01,0.03,73,12,tbd,,Ubisoft Paris,E10+
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,0.29,70,12,tbd,,Infinite Interactive,E
Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0,0.01,0.07,70,12,tbd,,SNK Playmore,T
Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01,0,0,0.04,70,12,tbd,,Rainbow Studios,T
Sega Arcade Gallery,GBA,2003,Misc,THQ,0.03,0.01,0,0,0.04,70,12,tbd,,Bits Studios,E
Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0,0.02,0.25,69,12,tbd,,Beenox,E10+
Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,0.21,0.05,0,0.01,0.27,67,12,tbd,,Avalanche Software,E10+
Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,66,12,tbd,,Nintendo,E
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,66,12,tbd,,Nintendo,E
Barnyard,GC,2006,Action,THQ,0.09,0.02,0,0,0.12,66,12,tbd,,Blue Tongue Entertainment,E10+
Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0,0,0.01,0.07,66,12,tbd,,Koei Canada,E
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0,0,0.01,0.14,65,12,tbd,,Million,E
Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0,0.01,0.13,65,12,tbd,,"Pam Development, 2K Sports",E
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0,0,0.06,65,12,tbd,,Team 17,E
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01,0.05,65,12,tbd,,Micro Cabin,T
Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02,65,12,tbd,,Agetec,E
Global Touring Challenge: Africa,PS2,2001,Racing,Rage Software,0.05,0.04,0,0.01,0.1,64,12,tbd,,Rage Software,E
RoadKill,GC,2003,Action,Midway Games,0.02,0.01,0,0,0.03,64,12,tbd,,Terminal Reality,M
The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0,0,0.09,63,12,tbd,,Heavy Iron Studios,E10+
One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,0.02,62,12,tbd,,Capcom,E
Silent Scope 3,PS2,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16,61,12,tbd,,KCET,M
Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0,0,0.06,61,12,tbd,,Backbone Entertainment,E
"Crouching Tiger, Hidden Dragon",GBA,2003,Action,Ubisoft,0.02,0.01,0,0,0.03,60,12,tbd,,Ubisoft Shanghai,T
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0,0.12,0.65,59,12,tbd,,Rainbow Studios,E
SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.35,0.02,0,0.03,0.4,59,12,tbd,,WayForward,E
Mister Slime,DS,2008,Action,SouthPeak Games,0.05,0,0,0,0.05,59,12,tbd,,Lexis Numerique,E
Ford Racing 3,XB,2004,Racing,Take-Two Interactive,0.07,0.02,0,0,0.09,58,12,tbd,,Razorworks Studios,E
Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02,57,12,tbd,,Playstos Entertainment,E
X-Men: Next Dimension,XB,2002,Fighting,Activision,0.08,0.02,0,0,0.11,56,12,tbd,,Paradox Development,T
Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0,0,0.05,56,12,tbd,,Paradigm Entertainment,T
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47,55,12,tbd,,Artificial Mind and Movement,E10+
Rush,PSP,2006,Racing,Midway Games,0.11,0,0,0.01,0.12,55,12,tbd,,Midway Studios - Newcastle,T
Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0,0,0.08,55,12,tbd,,Bam Entertainment,T
The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0,0.02,0.21,54,12,tbd,,Fall Line Studio,E10+
NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,54,12,tbd,,989 Sports,E
Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,0.03,0.02,0,0.01,0.06,54,12,tbd,,BattleBorne,T
Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0,0,0.05,54,12,tbd,,Runecraft,E
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.17,0,0,0.01,0.19,53,12,tbd,,Namco Bandai Games,E
Boogie,PS2,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19,52,12,tbd,,"Pipeworks Software, Inc.",E10+
Brain Voyage,DS,2008,Puzzle,Eidos Interactive,0.06,0.01,0,0.01,0.08,52,12,tbd,,Razorback Developments,E
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,50,12,tbd,,Vicarious Visions,T
Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,0.26,0.08,0,0.01,0.35,49,12,tbd,,WildTangent,E
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0,0,0.03,49,12,tbd,,Capcom,E
Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02,47,12,tbd,,WorkJam,T
Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.1,0,0,0.01,0.11,45,12,tbd,,Gameinvest,E
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,40,12,tbd,,Interchannel,E
The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0,0,0.04,38,12,tbd,,Creations,E
Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0,0,0,0.03,38,12,tbd,,Neko Entertainment,T
Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0,0,0,0.05,36,12,tbd,,Cowboy Rodeo,T
NBA 2K3,GC,2002,Sports,Sega,0.12,0.03,0,0,0.16,84,11,tbd,,Visual Concepts,E
Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft,0.14,0.05,0,0,0.2,79,11,tbd,,Atlus Co.,E
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23,78,11,tbd,,SolWorks,E
Freekstyle,GC,2002,Racing,Electronic Arts,0.07,0.02,0,0,0.09,78,11,tbd,,Page 44 Studios,E
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02,77,11,tbd,,Ancient,E
Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.3,0.12,0.07,0.76,76,11,tbd,,"Tetris Online, Inc",E
Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06,76,11,tbd,,Alfa System,T
CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games,0.01,0,0,0,0.01,76,11,tbd,,LSP,T
Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment,0.17,0.13,0,0.04,0.34,75,11,tbd,,Taito Corporation,E
NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0,0.14,72,11,tbd,,Point of View,E
Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29,71,11,tbd,,Circus Freak,E
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0,0,0.27,71,11,tbd,,HotGen,E
Madden NFL 08,DS,2007,Sports,Electronic Arts,0.23,0,0,0.02,0.25,71,11,tbd,,Exient Entertainment,E
F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,71,11,tbd,,EA Sports,E
ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0,0,0.05,71,11,tbd,,PuzzleKings,E
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,0.02,0.01,0,0,0.03,70,11,tbd,,Neverland,E
Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment,0.2,0.07,0,0,0.27,69,11,tbd,,Konami,E
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.22,69,11,tbd,,Fall Line Studio,E
Prehistorik Man,GBA,2001,Platform,THQ,0.01,0.01,0,0,0.02,69,11,tbd,,Titus Software,E
The Biggest Loser: Ultimate Workout,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.89,68,11,tbd,,Blitz Games Studios,E
Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,68,11,tbd,,Clockwork Games,E
Trivial Pursuit,Wii,2009,Misc,Electronic Arts,0.2,0.3,0,0.07,0.57,67,11,tbd,,EA Bright Light,E
Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0,0.03,0.21,67,11,tbd,,Radical Entertainment,T
MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0,0.06,67,11,tbd,,Visual Impact,E
World Championship Pool 2004,XB,2003,Sports,Jaleco,0.03,0.01,0,0,0.04,67,11,tbd,,Blade Interactive,E
Taito Legends 2,PS2,2006,Misc,Empire Interactive,0.01,0.01,0,0,0.02,67,11,tbd,,Empire Oxford,T
Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,0.26,0.17,0,0.03,0.46,65,11,tbd,,Shaba Games,E
SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0,1.09,1.36,64,11,tbd,,SCEE London Studio,T
4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32,64,11,tbd,,Terminal Reality,E
Pro Rally,GC,2002,Racing,Ubisoft,0.01,0,0,0,0.02,64,11,tbd,,Ubisoft,E
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0,0.08,1.69,63,11,tbd,,Jupiter Corporation,E
Finding Nemo,XB,2003,Action,THQ,0.48,0.16,0,0.02,0.66,63,11,tbd,,Traveller's Tales,E
Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12,63,11,tbd,,Infinite Interactive,E
Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0,0.01,0.15,62,11,tbd,,Razorworks Studios,E
PictoImage,DS,2007,Puzzle,Sega,0.09,0,0,0.01,0.1,61,11,tbd,,Sega,E
Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0,0,0.05,60,11,tbd,,Bandai,E
Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01,0.12,59,11,tbd,,"Mindscape Inc., Mindscape",T
Boogie,DS,2007,Misc,Electronic Arts,0.24,0,0,0.02,0.27,58,11,tbd,,EA Montreal,E10+
DualPenSports,3DS,2011,Sports,Namco Bandai Games,0.05,0.05,0,0.01,0.11,58,11,tbd,,Indies Zero,E10+
Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21,57,11,tbd,,TOSE,E
Curious George,XB,2006,Action,Namco Bandai Games,0.02,0.01,0,0,0.03,57,11,tbd,,Monkey Bar Games,E
Combat Elite: WWII Paratroopers,XB,N/A,Shooter,Unknown,0.02,0.01,0,0,0.03,56,11,tbd,,BattleBorne,T
Myst III: Exile,XB,2002,Adventure,Ubisoft,0.04,0.01,0,0,0.06,55,11,tbd,,Presto Studios,E
BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0,0,0.05,55,11,tbd,,Terminal Reality,T
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.18,0.02,0,0.02,0.22,52,11,tbd,,Infinite Interactive,E
G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22,51,11,tbd,,Double Helix Games,T
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0,0.02,0.19,51,11,tbd,,Artech Studios,T
The Revenge of Shinobi,GBA,2002,Platform,Atari,0.07,0.02,0,0,0.09,51,11,tbd,,3d6 Games,E
Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,51,11,tbd,,Argonaut Games,T
Planet 51,PS3,2009,Action,Sega,0.07,0.03,0,0.01,0.11,50,11,tbd,,Pyro Studios,E
Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0,0,0.27,49,11,tbd,,Vicarious Visions,E
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0,0.11,49,11,tbd,,DC Studios,E
Monster 4x4: Masters of Metal,GC,2003,Racing,Ubisoft,0.04,0.01,0,0,0.05,49,11,tbd,,Ubisoft,E
Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0,0.03,0.23,48,11,tbd,,Frogwares,E10+
SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0,0,0.06,48,11,tbd,,Simon & Schuster,T
Ice Age,GBA,2002,Action,Ubisoft,0.27,0.1,0,0.01,0.38,47,11,tbd,,Artificial Mind and Movement,E
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,47,11,tbd,,Ubisoft,T
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0,0.03,47,11,tbd,,Hudson Soft,E
Thunderbirds,GBA,2004,Shooter,Vivendi Games,0.02,0.01,0,0,0.02,47,11,tbd,,Saffire,E
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,0.02,0.01,0,0,0.03,46,11,tbd,,Raylight Studios,E
Jeremy McGrath Supercross 2000,PS,2000,Racing,Acclaim Entertainment,0.4,0.27,0,0.05,0.71,43,11,tbd,,Acclaim,E
Tony Hawk's Motion,DS,2008,Sports,Activision,0.19,0,0,0.02,0.21,39,11,tbd,,Creat Studios,E
Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,0,0.01,86,10,tbd,,Delphine Software International,E
GT Advance Championship Racing,GBA,2001,Racing,THQ,0.24,0.09,0,0.01,0.33,82,10,tbd,,MTO,E
Konami Collector's Series: Arcade Advanced,GBA,2002,Misc,Konami Digital Entertainment,0.46,0.17,0,0.01,0.64,78,10,tbd,,KCEA,E
Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0,0.08,0,0.01,0.1,77,10,tbd,,Griptonite Games,E
Boxing Fever,GBA,2001,Sports,THQ,0.06,0.02,0,0,0.08,76,10,tbd,,Digital Fiction,E
Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,0.12,75,10,tbd,,Tantalus Interactive,E
Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.07,0.02,0,0,0.09,75,10,tbd,,Hudson,E
Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0,0,0,0.05,75,10,tbd,,Digital Eclipse,E
NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,1,73,10,tbd,,989 Sports,E
Blender Bros.,GBA,2002,Platform,Unknown,0.02,0.01,0,0,0.02,73,10,tbd,,AI,E
Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0,0,0.02,0.27,71,10,tbd,,"Mac Play, MacPlay",E
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27,71,10,tbd,,989 Sports,E
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70,10,tbd,,Konami,E10+
ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0,0,0.17,70,10,tbd,,Konami Computer Entertainment Nagoya,E
James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0,0,0.06,70,10,tbd,,n-Space,T
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0,0.02,0.18,69,10,tbd,,iNiS,T
Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0,0,0,0.06,69,10,tbd,,Konami Computer Entertainment Hawaii,E
Driven,GBA,2001,Racing,BAM! Entertainment,0.02,0.01,0,0,0.03,68,10,tbd,,Crawfish Interactive,E
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,tbd,,Microids,E
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,66,10,tbd,,Mistic Software,E
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,66,10,tbd,,Konami,E
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71,65,10,tbd,,3d6 Games,E
Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.05,0.39,65,10,tbd,,EA Salt Lake,E
007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.13,65,10,tbd,,Vicarious Visions,T
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.02,0.01,0,0,0.04,65,10,tbd,,Artificial Mind and Movement,T
NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18,63,10,tbd,,Eurocom Entertainment Software,E
Namco Museum,GC,2002,Misc,Namco Bandai Games,0.48,0.13,0,0.02,0.63,62,10,tbd,,Mass Media,E
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15,62,10,tbd,,Now Production,E10+
Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0,0,0.01,0.14,62,10,tbd,,GungHo,T
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,0.13,62,10,tbd,,Griptonite Games,E
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28,61,10,tbd,,Digital Eclipse,E
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06,60,10,tbd,,Amble,E10+
My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0,0,0,0.06,60,10,tbd,,Taito Corporation,E
Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04,60,10,tbd,,Graphic State,E
Stuart Little 2,GBA,2002,Platform,Activision,0.33,0.12,0,0.01,0.46,59,10,tbd,,Creations,E
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0,0.01,0.28,58,10,tbd,,Pipe Dream Interactive,E
Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0,0,0.05,58,10,tbd,,Full-Fat,E
Sydney 2000,PS,2000,Sports,Eidos Interactive,0.15,0.1,0,0.02,0.27,57,10,tbd,,Attention To Detail,E
Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,57,10,tbd,,Attention To Detail,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0,0,0.12,57,10,tbd,,Konami,E10+
Deca Sports DS,DS,2009,Sports,Hudson Soft,0.07,0.02,0,0.01,0.1,57,10,tbd,,Hudson Soft,E
ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,57,10,tbd,,Farsight Technologies,E
Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03,0.41,56,10,tbd,,Idol Minds,E
The Italian Job,GC,2003,Racing,Eidos Interactive,0.03,0.01,0,0,0.03,56,10,tbd,,Climax Group,T
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04,54,10,tbd,,Lab Rats Games,E
